hour,component A (24.8 h),component B (23.4 h),recorded activity
592,2.974719920736232,39.96651244327236,42.94123236400859
593,0,1.061291235697083,1.061291235697083
594,0,3.8152438755040015,3.8152438755040015
595,0,0,0
596,43.26831617911129,0,43.26831617911129
597,42.00632437480495,5.991151852195389,47.997476227000334
598,40.65417600679102,1.0488000186169786,41.702976025408
599,31.443438128204782,4.358923188868741,35.802361317073526
600,37.77374410568643,1.8694417588066359,39.64318586449307
601,43.256903640104426,0,43.256903640104426
602,39.3305692240918,11.789594860988732,51.12016408508053
603,0,2.6997250738715755,2.6997250738715755
604,5.207916059128597,0,5.207916059128597
605,0,5.9541571838480465,5.9541571838480465
606,4.3386471426601325,5.6916578340035,10.030304976663633
607,0,1.3642476284692582,1.3642476284692582
608,4.46083640103658,0,4.46083640103658
609,0.33818204080491077,40.92223992944265,41.260421970247556
610,0.07887489652113722,41.624180653315584,41.70305554983672
611,0,42.88774559848867,42.88774559848867
612,5.707213882869739,39.213616701322394,44.92083058419213
613,7.814565843196867,40.16018629232671,47.97475213552358
614,0,33.80016698377234,33.80016698377234
615,5.518569232405044,46.16799597666709,51.686565209072135
616,2.0560883737231683,8.608996882750876,10.665085256474045
617,1.3719748321088476,3.976103135775241,5.348077967884088
618,2.1136740358754906,1.4574332134811636,3.571107249356654
619,1.6996169182705383,0,1.6996169182705383
620,3.34227684166502,6.946070117838399,10.28834695950342
621,35.15637419059639,0,35.15637419059639
622,40.2212022597924,0.599029339603051,40.82023159939545
623,44.47959791995979,0,44.47959791995979
