hour,activity_delay,activity_advance,day,onset_freerun,onset_delay,onset_advance
613,68.1719098822185,1.1101351778108164,,,,
614,84.16726561154958,7.906866379222585,,,,
615,73.66888188707745,0.8938520433852681,,,,
616,83.73535305735302,3.8451745465609375,,,,
617,84.63107894798581,1.265411345876993,,,,
618,80.27714707201179,82.41552296508122,,,,
619,71.36616200517462,70.2723394539066,,,,
620,94.65351548503043,65.8545702663338,,,,
621,2.073629925080824,71.846424594713,,,,
622,13.723684357482245,83.53690161704934,,,,
623,0.7811606653896201,57.844621479081084,,,,
624,2.486164769811614,56.25792731762169,,,,
625,5.4940485496333205,58.27815714691669,,,,
626,0.8551080453284206,69.67111205757057,,,,
627,5.268813593902529,82.68278206470221,,,,
628,2.9550851722581832,80.53553843372997,,,,
629,1.9885995751611985,2.1003191593796595,,,,
630,0,11.895924522830699,,,,
631,10.333301912726569,5.882745909529345,,,,
632,2.5143447750997527,1.3567840970681635,,,,
633,6.309863783189813,9.178981172551389,,,,
634,68.65438242803654,3.402745753454512,,,,
635,88.55251654169113,1.2426496136568534,,,,
636,75.99954998814393,4.5360941312264345,,,,
637,69.91341916782955,6.378727160631803,,,,
638,56.61808238930601,7.611758482475219,,,,
639,66.94907279738284,5.205345955559466,,,,
640,89.47060988497749,4.33679826069942,,,,
641,78.53337565115645,3.9893641413685867,,,,
642,64.15073385156936,108.28231757061431,,,,
643,52.658856597407265,85.77761567247866,,,,
644,59.87373622658941,81.3471034074093,,,,
645,4.224931000237467,76.36018003200468,,,,
646,10.49740875767391,65.55067019606577,,,,
647,6.25910771941542,68.98124217906398,,,,
648,1.0677267185724215,70.64915484697715,,,,
649,0.4008238082241502,64.56513512390458,,,,
650,1.6550897277324297,66.42031720849567,,,,
651,5.006847710038871,53.25672201144906,,,,
652,2.693506723431832,70.42287509133931,,,,
653,0.6938117102756665,89.85577847339287,,,,
654,0,4.119760401330614,,,,
655,2.1070410011431377,2.4588160431650827,,,,
656,4.023271040313496,7.550849559303474,,,,
657,0.5954046446032786,0,,,,
658,3.156471428651128,0,,,,
659,71.64535170933907,3.1624086557100552,,,,
660,75.20262848759178,3.3371736493050452,,,,
661,86.21646814298772,2.6314976380451034,,,,
662,69.17142208303615,7.488252568204079,,,,
663,66.22867829260109,1.8984025577484256,,,,
664,69.12606425305538,1.85161195384764,,,,
665,74.35148637716172,4.300318228909667,,,,
666,77.40921805925738,9.02998671311965,,,,
667,68.62055516824762,67.68687844940143,,,,
668,74.84351381955472,63.204213918517866,,,,
669,72.05179405412112,76.07277154008743,,,,
670,0.6123521180988902,50.83827407643966,,,,
671,6.372601270891893,80.50652349446891,,,,
